size_mib_requested,tensor_mib,tensor_bytes,sender_enqueue_mean_ms,sender_completion_mean_ms,receiver_wait_mean_ms,blocking_send_mean_ms,blocking_recv_mean_ms,completion_bandwidth_mib_s
0.004,0.0039997100830078125,4194,0.06256625056266785,0.06902279953161876,0.07687074442704518,,,57.94766526639621
