phase,case,batch,seq,cache_len,ok_count,fail_count,latency_median_ms,latency_mean_ms,latency_min_ms,latency_max_ms,latency_std_ms,aggregate_delta_ms_vs_hf,aggregate_speedup_vs_hf,max_abs_diff_median,max_abs_diff_max,mean_abs_diff_median,mean_abs_diff_max
decode_core,community_v2,1,1,16,0,1,,,,,,,,,,,
decode_core,community_v3,1,1,16,0,1,,,,,,,,,,,
decode_core,hf_sdpa,1,1,16,1,0,0.09929540101438761,0.09929540101438761,0.09929540101438761,0.09929540101438761,0.0,0.0,1.0,,,,
decode_core,official_ifa,1,1,16,1,0,0.07819104939699173,0.07819104939699173,0.07819104939699173,0.07819104939699173,0.0,-0.021104351617395878,1.2699075121788534,0.0,0.0,0.0,0.0
decode_full_layer,hf,1,1,16,1,0,0.9148374665528536,0.9148374665528536,0.9148374665528536,0.9148374665528536,0.0,0.0,1.0,,,,
decode_full_layer,official,1,1,16,1,0,0.9553930722177029,0.9553930722177029,0.9553930722177029,0.9553930722177029,0.0,0.04055560566484928,0.9575508690148761,0.0,0.0,0.0,0.0
decode_full_layer,official_fused_both,1,1,16,1,0,0.7690161000937223,0.7690161000937223,0.7690161000937223,0.7690161000937223,0.0,-0.14582136645913124,1.189620693820792,0.000732421875,0.000732421875,5.051496555097401e-05,5.051496555097401e-05
decode_full_layer,official_fused_rmsnorm,1,1,16,1,0,0.8510369807481766,0.8510369807481766,0.8510369807481766,0.8510369807481766,0.0,-0.06380048580467701,1.0749679358805158,0.00048828125,0.00048828125,4.571666067931801e-05,4.571666067931801e-05
decode_full_layer,official_fused_rope,1,1,16,1,0,0.8413414470851421,0.8413414470851421,0.8413414470851421,0.8413414470851421,0.0,-0.07349601946771145,1.0873557575492578,0.0001220703125,0.0001220703125,1.0678813850972801e-05,1.0678813850972801e-05
prefill_core,hf_sdpa,1,16,,1,0,0.1485410612076521,0.1485410612076521,0.1485410612076521,0.1485410612076521,0.0,0.0,1.0,,,,
prefill_core,official_pfa,1,16,,1,0,0.2269520191475749,0.2269520191475749,0.2269520191475749,0.2269520191475749,0.0,0.07841095793992281,0.6545042505705301,0.0,0.0,0.0,0.0
prefill_full_layer,hf,1,16,,1,0,1.05371349491179,1.05371349491179,1.05371349491179,1.05371349491179,0.0,0.0,1.0,,,,
prefill_full_layer,official,1,16,,1,0,1.2213949812576175,1.2213949812576175,1.2213949812576175,1.2213949812576175,0.0,0.16768148634582758,0.8627131362753978,0.0,0.0,0.0,0.0
prefill_full_layer,official_fused_both,1,16,,1,0,1.0448535904288292,1.0448535904288292,1.0448535904288292,1.0448535904288292,0.0,-0.008859904482960701,1.0084795655239356,0.0009765625,0.0009765625,3.0416395020438358e-05,3.0416395020438358e-05
prefill_full_layer,official_fused_rmsnorm,1,16,,1,0,1.1468990705907345,1.1468990705907345,1.1468990705907345,1.1468990705907345,0.0,0.09318557567894459,0.9187499771615061,0.0009765625,0.0009765625,2.9023849492659792e-05,2.9023849492659792e-05
prefill_full_layer,official_fused_rope,1,16,,1,0,1.1299790348857641,1.1299790348857641,1.1299790348857641,1.1299790348857641,0.0,0.07626553997397423,0.9325071194956424,0.0009765625,0.0009765625,1.0503753401280846e-05,1.0503753401280846e-05
