ep_size,backend,mode,num_micro_batches,batch,seq,tokens,status,detail,decode_tpot_ms,oom_side,report,pipeline,resource_h1,resource_h2,h1_rank0_log,h2_rank1_log,h2_rank_last_log
16,broadcast_reduce_overlap,decode-dbo,2,32,256,3,OK,,476.066,,/home/zhangyz/afd_demo/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3/report_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3.md,/home/zhangyz/afd_demo/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3/pipeline_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3.png,,,/workspace/afd_demo_all2all/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3/h1_rank0.log,/workspace/afd_demo_all2all/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3/h2_rank1.log,/workspace/afd_demo_all2all/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t3/h2_rank16.log
16,all_to_all_single,decode-dbo,2,32,256,3,OK,,733.461,,/home/zhangyz/afd_demo/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_all_to_all_single_b32_s256_t3/report_xhost_static_decode-dbo_ep16_all_to_all_single_b32_s256_t3.md,/home/zhangyz/afd_demo/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_all_to_all_single_b32_s256_t3/pipeline_xhost_static_decode-dbo_ep16_all_to_all_single_b32_s256_t3.png,,,/workspace/afd_demo_all2all/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_all_to_all_single_b32_s256_t3/h1_rank0.log,/workspace/afd_demo_all2all/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_all_to_all_single_b32_s256_t3/h2_rank1.log,/workspace/afd_demo_all2all/crosshost_static_ep16_msprof_comm_debug/decode-dbo_ep16_all_to_all_single_b32_s256_t3/h2_rank16.log
