mode,ep_size,backend,attn_kernel,attn_fused_rmsnorm,attn_fused_rope,num_micro_batches,batch,seq,tokens,decode_tpot_ms,serial_tpot_ms,speedup_vs_ep_serial,prefill_ms,attention_avg_layer_ms_excl_l0,ffn_avg_layer_ms_excl_l0,a2f_send_avg_layer_ms_excl_l0,f2a_send_avg_layer_ms_excl_l0,attention_recv_wait_avg_layer_ms_excl_l0,moe_router_avg_layer_ms_excl_l0,ep_dispatch_avg_layer_ms_excl_l0,ep_local_experts_avg_layer_ms_excl_l0,ep_reduce_avg_layer_ms_excl_l0,attention_sum_ms_excl_l0,ffn_sum_ms_excl_l0,overlap_efficiency_proxy,attn_timing,ffn_timing
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,64,128,20,517.0827493635252,434.6583464280947,0.8405972679674844,6627.169731771573,0.9306961833994757,1.7611223664332896,0.0773125868092509,0.0649872483645982,2.211666829448114,0.15485057102001093,1.943805874226258,1.6062717954132786,1.0445599736487294,43.742720619775355,82.7727512223646,0.3591572586052183,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,64,128,20,434.6583464280947,434.6583464280947,1.0,6668.8830479979515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b64_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b64_s128_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,32,1024,20,361.2770147401055,301.1751502115083,0.833640497246045,8531.293319072574,1.043698807405506,1.082393023720447,0.08765505775412981,0.06382729600560158,1.4377660192351074,0.1223221510410943,1.4491890299510448,0.9600708726793528,0.7274728986692238,49.053843948058784,50.87247211486101,0.3037138598585766,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s1024_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s1024_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s1024_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,32,1024,20,379.09502842414537,301.1751502115083,0.7944581902417949,8827.119172085077,1.0442227754305968,1.158404104570125,0.08989285003948719,0.07542198712125103,1.5842626589608002,0.13031222996242503,1.5246891119378678,1.0280918746077,0.8031355137837694,49.078470445238054,54.444992914795876,0.3058985726020923,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s1024_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s1024_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s1024_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,32,1024,20,301.1751502115083,301.1751502115083,1.0,8660.192430019379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s1024_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s1024_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s1024_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,32,512,20,378.485031781326,301.165011527605,0.7957118148376512,7301.953366026282,1.0309140792393938,1.3950787078430678,0.08740641939592489,0.07655816846229929,1.7847918652671766,0.12738364401887706,1.6389474560050887,1.2676950638241908,0.9262977475102278,48.45296172425151,65.56869926862419,0.33131086555675726,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s512_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s512_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s512_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,32,512,20,379.000529573348,301.165011527605,0.7946295269471926,7288.071668008342,0.9788152900464991,1.528474658311523,0.08935377031485452,0.07372308136063054,1.9449572019437527,0.1273918624452137,1.6561683262401121,1.4010827958663092,1.020708916451227,46.00431863218546,71.83830894064158,0.3433040904317099,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s512_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s512_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s512_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,32,512,20,301.165011527605,301.165011527605,1.0,7423.544424818829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s512_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s512_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s512_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,32,256,20,384.36136484195134,298.73972005014747,0.7772365991389084,6550.788943190128,0.9789327357677703,1.6160052631327764,0.08454393010903546,0.07437737262312402,2.096007226352045,0.148653842885285,1.943082838477765,1.4673514202474913,0.9170747386846454,46.009838581085205,75.95224736724049,0.344494592354947,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s256_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,32,256,20,374.59029173968656,298.73972005014747,0.7975105779242944,6584.692440927029,0.9838836812513306,1.2829479330437297,0.08044895676380777,0.06990125303731319,1.688803796299753,0.1349423917882303,1.6206333889289106,1.1480055412554995,0.821380789312435,46.24253301881254,60.2985528530553,0.32433422190717304,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,32,256,20,298.73972005014747,298.73972005014747,1.0,6627.988705877215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s256_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s256_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s256_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,32,128,20,368.87430915559986,309.1100223092852,0.8379819755322004,5832.310345955193,0.979549613127366,1.3072257093649278,0.08572882506996393,0.06314938234046419,1.6974616954301267,0.1162110822909373,1.5126218390155663,1.1910146270739905,0.8438197707638462,46.0388318169862,61.43960834015161,0.3280993835167418,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,32,128,20,371.6770277824253,309.1100223092852,0.8316629740437821,5681.5016369801015,0.9999478884794294,1.4869759746014755,0.0871700715233988,0.0713969050767891,1.9044808676823022,0.12352295031652172,1.7268248794085168,1.3634530242849539,0.9153947516522826,46.99755075853318,69.88787080626935,0.3386105507845198,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,32,128,20,309.1100223092852,309.1100223092852,1.0,5886.116608977318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s128_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,16,1024,20,327.1601292623305,250.57635000465731,0.7659134704759053,7375.67473994568,1.0259695118293166,1.2007489840083934,0.09356015064614884,0.08223914452134928,1.5781240195947441,0.13536307713056497,1.5113863752203736,1.0653859068778284,0.836537489568458,48.22056705597788,56.43520224839449,0.31558441095476397,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s1024_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s1024_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s1024_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,16,1024,20,308.6428004684613,250.57635000465731,0.8118652034790051,7331.087773898616,1.0055536354713617,0.9137036110413201,0.08610837121910238,0.06328637097427185,1.3240298152247325,0.1195110702649393,1.3831888246250914,0.7941925407763808,0.6171204496492096,47.261020867154,42.944069718942046,0.3100415153916999,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s1024_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s1024_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s1024_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,16,1024,20,250.57635000465731,250.57635000465731,1.0,7591.692527057603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s1024_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s1024_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s1024_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,16,512,20,314.5677407370194,248.7288830973404,0.7907005420027456,6512.237166985869,1.0566244575571506,1.2627482201230336,0.09267011835695581,0.06856153808296361,1.6113352377284715,0.1234274823218584,1.5550744695034115,1.1393207378011752,0.823267695910119,49.66134950518608,59.34916634578258,0.32125211216355465,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s512_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s512_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s512_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,16,512,20,315.7830215304306,248.7288830973404,0.7876575564192312,6558.67429706268,0.9239524543443893,1.372477460771482,0.07928672811373118,0.07434253471883688,1.8820300019603777,0.1333797216772082,1.5749000954104866,1.239097739094274,0.9346288861706853,43.4257653541863,64.50644065625966,0.32846491004078643,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s512_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s512_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s512_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,16,512,20,248.7288830973404,248.7288830973404,1.0,6805.706941988319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s512_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s512_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s512_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,16,256,20,311.94214441960577,248.15355552556483,0.7955114753323091,5937.196855200455,0.9598824681040454,1.0681079125943336,0.08100339835707812,0.07309374756159935,1.4873653466991605,0.13338317202919342,1.366812817534392,0.9347247405651402,0.8013244257605774,45.114476000890136,50.20107189193368,0.303840633899394,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s256_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s256_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,16,256,20,319.20150695613734,248.15355552556483,0.77741974933616,5727.288905065507,1.0131966307798916,1.2712368439447055,0.08909538279267702,0.07656697887293201,1.686257783303711,0.12617355133307742,1.5733661055763035,1.1450632926116282,0.9074616667002122,47.620241646654904,59.74813166540116,0.3201550463976271,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s256_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s256_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,16,256,20,248.15355552556483,248.15355552556483,1.0,5780.626026913524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s256_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s256_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s256_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,16,128,20,315.2965274149258,243.7265294628512,0.7730073383970719,4424.058058066294,0.8860083564402575,1.0216000063860036,0.07311343165867507,0.06234875206459076,1.4224046707509996,0.11763147801715643,1.2641260227029945,0.9039685283688471,0.7213595759202825,41.6423927526921,48.01520030014217,0.3067855879496518,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,16,128,20,333.7450638952616,243.7265294628512,0.7302775556235322,4428.213668987155,0.9016571120616603,1.3615633757349024,0.07677256833127838,0.08152220200033898,1.8355088912822464,0.13072578920091085,1.5819502271156995,1.2308375865339916,0.9248902094847662,42.377884266898036,63.993478659540415,0.3321915769030144,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,16,128,20,243.7265294628512,243.7265294628512,1.0,4307.307749055326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s128_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s128_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b16_s128_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b16_s128_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,8,1024,20,273.13625863998345,216.76109411361577,0.7936005830676809,97197.15077197179,0.9343148645092832,0.8736482989835612,0.07749632238707643,0.06060228692962134,1.3185535418860457,0.1151677681767243,1.2144311083520347,0.758480530806837,0.6406143941777818,43.91279863193631,41.06147005222738,0.2988357180058814,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b8_s1024_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b8_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b8_s1024_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b8_s1024_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,8,1024,20,279.73641663495647,216.76109411361577,0.7748762092583724,6631.673414958641,0.865100996885845,1.1647709873207706,0.0714072660404317,0.0935851898480286,1.738677477523526,0.1806497767052435,1.583547063885217,0.9841212106155272,0.858429153053526,40.659746853634715,54.74423640407622,0.3090767413693501,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s1024_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s1024_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s1024_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,8,1024,20,216.76109411361577,216.76109411361577,1.0,7031.699685845524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b8_s1024_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b8_s1024_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b8_s1024_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b8_s1024_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,8,512,20,269.59248536609505,212.23331009969115,0.7872374847966827,5737.309548072517,0.9182184771139253,0.8539233772837101,0.07362666965878391,0.06333188193434096,1.2383358082436817,0.11679261397728895,1.2206966428958037,0.7371307633064211,0.617435491802369,43.156268424354494,40.134398732334375,0.3050075702300025,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b8_s512_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b8_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b8_s512_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b8_s512_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,8,512,20,275.62443299317044,212.23331009969115,0.7700090583223076,5689.88234992139,0.8913925452593793,1.0273761655937166,0.07719847750156483,0.068894253072745,1.5304682285901396,0.12788888156176248,1.3902631930095402,0.8994872840319542,0.6806496456463603,41.89544962719083,48.286679782904685,0.29785607183006463,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s512_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s512_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s512_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,8,512,20,212.23331009969115,212.23331009969115,1.0,5749.180714832619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b8_s512_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b8_s512_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b8_s512_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b8_s512_t20.json
decode-dbo,16,broadcast_reduce_overlap,npu-official,True,True,2,8,256,20,279.9059273675084,223.41695747730373,0.7981858747277034,4368.102573091164,0.9073832622194227,1.043327977543974,0.0860725648384145,0.07808944359025423,1.435539370620663,0.1380233406188323,1.427621449383491,0.9053046369251418,0.6585539853636254,42.647013324312866,49.036414944566786,0.3081071360591479,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b8_s256_t20/timing_attention_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b8_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b8_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b8_s256_t20.json
decode-dbo-crosslayer,16,broadcast_reduce_overlap,npu-official,True,True,2,8,256,20,276.05856021278,223.41695747730373,0.8093100148935746,4431.910288054496,1.0186252208981426,1.0445543559902208,0.08575296762617345,0.06749448515078489,1.4817511434964044,0.12113458100468555,1.454379558166925,0.9234197749855354,0.7712095034645593,47.8753853822127,49.09405473154038,0.294661430189204,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s256_t20/timing_attention_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b8_s256_t20.json
serial,16,broadcast_reduce_overlap,npu-official,True,True,2,8,256,20,223.41695747730373,223.41695747730373,1.0,4447.801562026143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b8_s256_t20/timing_attention_xhost_static_serial_ep16_broadcast_reduce_overlap_b8_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b8_s256_t20/timing_ffn_coordinator_xhost_static_serial_ep16_broadcast_reduce_overlap_b8_s256_t20.json
