backend,shape,decode_tpot_ms,ep_dispatch_avg_ms,ep_local_experts_avg_ms,ep_reduce_avg_ms,ep_dispatch_wait_avg_ms,ep_reduce_wait_avg_ms
broadcast_reduce_overlap,b16_s128,315.293881110847,1.2641260227029945,0.9039685283688471,0.7213595759202825,0.005151380467763606,0.009979772817422735
broadcast_reduce_overlap,b32_s256,384.36052242391986,1.943082838477765,1.4673514202474913,0.9170747386846454,0.006958203231717678,0.010733036918843046
broadcast_reduce_overlap,b256_s1024,1137.203763312611,1.9155530075720968,1.440338565016839,1.0172368294777387,0.005370035688293741,0.010281248870206641
all_to_all_single,b16_s128,596.7259850524562,4.963710054537242,0.9351537409337595,1.145226043708464,0.1954890941170619,0.14562016362918817
all_to_all_single,b32_s256,664.9145059483616,5.118531833818936,1.0753520318564582,1.196722299395565,0.1993695115472408,0.14848358671557396
all_to_all_single_no_weight,b256_s1024,1325.661382784969,4.014907110026701,1.3296084721235837,1.1896813223931066,0.012617575579342689,0.1442476666155965
msprof_broadcast_reduce_overlap,b32_s256_t3,476.0912035126239,1.4558105303489781,1.286758783649891,1.066409380848896,0.006394921504753701,0.01159124819442947
msprof_all_to_all_single,b32_s256_t3,733.4592459956184,6.481496864890165,0.8984079901525315,1.1736572140510728,0.27608489518628476,0.15309564472037426
