mode,ep_size,backend,attn_kernel,attn_fused_rmsnorm,attn_fused_rope,num_micro_batches,batch,seq,tokens,decode_tpot_ms,serial_tpot_ms,speedup_vs_ep_serial,prefill_ms,attention_avg_layer_ms_excl_l0,ffn_avg_layer_ms_excl_l0,a2f_send_avg_layer_ms_excl_l0,f2a_send_avg_layer_ms_excl_l0,attention_recv_wait_avg_layer_ms_excl_l0,moe_router_avg_layer_ms_excl_l0,ep_dispatch_avg_layer_ms_excl_l0,ep_local_experts_avg_layer_ms_excl_l0,ep_reduce_avg_layer_ms_excl_l0,attention_sum_ms_excl_l0,ffn_sum_ms_excl_l0,overlap_efficiency_proxy,attn_timing,ffn_timing
decode-dbo,16,all_to_all_single,npu-official,True,True,2,32,256,20,636.2598664740002,,,8764.607746852562,0.9860201377144202,1.1599868476549362,0.08755886897523986,0.07055267354750887,3.7315984732134546,0.11838724876337862,4.367530605993531,1.0415995988915576,1.0433531554534714,46.34294647257775,54.519381839782,0.1973570454548047,/home/zhangyz/afd_demo/crosshost_static_ep16_all2all/decode-dbo_ep16_all_to_all_single_b32_s256_t20/timing_attention_xhost_static_decode-dbo_ep16_all_to_all_single_b32_s256_t20.json,/home/zhangyz/afd_demo/crosshost_static_ep16_all2all/decode-dbo_ep16_all_to_all_single_b32_s256_t20/timing_ffn_coordinator_xhost_static_decode-dbo_ep16_all_to_all_single_b32_s256_t20.json
