file,batch,seq,tokens,routing_backend,routing_update_mode,routing_table_version,routing_poll_count,decode_tpot_ms,compute_ratio,total_ep_dispatch_ms,total_ep_dispatch_bytes,total_ep_dispatch_gib,dispatch_effective_gib_s,total_ep_reduce_ms,total_ep_reduce_bytes,total_ep_reduce_gib,reduce_effective_gib_s,total_ep_overlap_hidden_ms
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b128_s512_t20.json,128,512,20,coordinator,oneshot,1,0,913.159481,0.925190,356.981314,25657344,0.023895,0.066937,145.693681,25165824,0.023438,0.160868,136.151909
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b16_s128_t20.json,16,128,20,coordinator,oneshot,1,0,363.988006,0.906557,277.933613,3207168,0.002987,0.010747,88.296631,3145728,0.002930,0.033180,79.943335
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b16_s256_t20.json,16,256,20,coordinator,oneshot,1,0,369.614202,0.899684,273.891233,3207168,0.002987,0.010905,108.673152,3145728,0.002930,0.026959,98.855280
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b16_s512_t20.json,16,512,20,coordinator,oneshot,1,0,349.954358,0.899815,251.751058,3207168,0.002987,0.011865,93.939555,3145728,0.002930,0.031187,85.471045
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b256_s128_t20.json,256,128,20,coordinator,oneshot,1,0,1309.063562,0.935139,397.602097,51314688,0.047791,0.120197,139.963850,50331648,0.046875,0.334908,131.101251
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b256_s256_t20.json,256,256,20,coordinator,oneshot,1,0,1369.707652,0.929947,419.019525,51314688,0.047791,0.114053,177.707547,50331648,0.046875,0.263776,166.564566
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b256_s512_t20.json,256,512,20,coordinator,oneshot,1,0,1432.875980,0.944105,472.291079,51314688,0.047791,0.101189,152.261538,50331648,0.046875,0.307858,143.512037
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b2_s128_t20.json,2,128,20,coordinator,oneshot,1,0,227.025876,0.867776,200.766683,400896,0.000373,0.001860,86.110166,393216,0.000366,0.004253,76.048473
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b2_s256_t20.json,2,256,20,coordinator,oneshot,1,0,224.196960,0.878747,207.167305,400896,0.000373,0.001802,82.448137,393216,0.000366,0.004442,74.129016
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b2_s512_t20.json,2,512,20,coordinator,oneshot,1,0,230.247282,0.887602,216.258726,400896,0.000373,0.001726,78.879221,393216,0.000366,0.004643,70.956939
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b32_s128_t20.json,32,128,20,coordinator,oneshot,1,0,457.759471,0.891707,238.018224,6414336,0.005974,0.025098,115.156520,6291456,0.005859,0.050882,105.115086
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b32_s256_t20.json,32,256,20,coordinator,oneshot,1,0,447.334316,0.903720,284.047852,6414336,0.005974,0.021031,102.876395,6291456,0.005859,0.056955,93.642722
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b32_s512_t20.json,32,512,20,coordinator,oneshot,1,0,460.364867,0.901774,290.650782,6414336,0.005974,0.020553,117.146747,6291456,0.005859,0.050017,106.260091
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b4_s128_t20.json,4,128,20,coordinator,oneshot,1,0,259.724509,0.855893,210.324536,801792,0.000747,0.003550,82.827366,786432,0.000732,0.008843,72.049990
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b4_s256_t20.json,4,256,20,coordinator,oneshot,1,0,253.540685,0.864468,196.409734,801792,0.000747,0.003802,79.989054,786432,0.000732,0.009157,70.580017
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b4_s512_t20.json,4,512,20,coordinator,oneshot,1,0,261.611545,0.882193,226.586535,801792,0.000747,0.003296,83.144773,786432,0.000732,0.008809,73.847016
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b64_s128_t20.json,64,128,20,coordinator,oneshot,1,0,629.822091,0.910803,279.529130,12828672,0.011948,0.042742,136.535903,12582912,0.011719,0.085829,127.275066
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b64_s256_t20.json,64,256,20,coordinator,oneshot,1,0,611.963192,0.908031,303.187360,12828672,0.011948,0.039407,126.600028,12582912,0.011719,0.092565,116.227253
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b64_s512_t20.json,64,512,20,coordinator,oneshot,1,0,627.111590,0.904533,275.308858,12828672,0.011948,0.043397,126.351007,12582912,0.011719,0.092748,116.289541
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b8_s128_t20.json,8,128,20,coordinator,oneshot,1,0,293.061529,0.891449,239.071855,1603584,0.001493,0.006247,92.991518,1572864,0.001465,0.015752,83.887556
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b8_s256_t20.json,8,256,20,coordinator,oneshot,1,0,298.876910,0.886540,239.945805,1603584,0.001493,0.006224,89.161105,1572864,0.001465,0.016429,79.799784
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r2_xhost_coord_matrix_b8_s512_t20.json,8,512,20,coordinator,oneshot,1,0,297.362327,0.879589,223.473589,1603584,0.001493,0.006683,90.122004,1572864,0.001465,0.016254,80.401799
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b128_s128_t20.json,128,128,20,coordinator,oneshot,1,0,886.323814,0.924700,345.797585,25657344,0.023895,0.069102,117.969638,25165824,0.023438,0.198674,109.250418
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b128_s256_t20.json,128,256,20,coordinator,oneshot,1,0,846.865899,0.919150,330.557994,25657344,0.023895,0.072288,119.632268,25165824,0.023438,0.195913,110.748288
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b128_s512_t20.json,128,512,20,coordinator,oneshot,1,0,913.157278,0.925332,367.971572,25657344,0.023895,0.064938,134.358331,25165824,0.023438,0.174440,124.957653
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b16_s128_t20.json,16,128,20,coordinator,oneshot,1,0,363.987427,0.902415,270.303422,3207168,0.002987,0.011050,97.081205,3145728,0.002930,0.030178,88.229242
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b16_s256_t20.json,16,256,20,coordinator,oneshot,1,0,369.614896,0.902737,283.043800,3207168,0.002987,0.010553,99.195463,3145728,0.002930,0.029534,89.886719
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b16_s512_t20.json,16,512,20,coordinator,oneshot,1,0,349.952757,0.884617,239.286163,3207168,0.002987,0.012483,109.334050,3145728,0.002930,0.026796,98.723225
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b256_s128_t20.json,256,128,20,coordinator,oneshot,1,0,1309.062126,0.925713,389.626520,51314688,0.047791,0.122657,149.787658,50331648,0.046875,0.312943,139.179147
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b256_s256_t20.json,256,256,20,coordinator,oneshot,1,0,1369.712060,0.939429,446.919210,51314688,0.047791,0.106933,146.848900,50331648,0.046875,0.319206,137.838380
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b256_s512_t20.json,256,512,20,coordinator,oneshot,1,0,1432.876018,0.942180,465.880895,51314688,0.047791,0.102581,158.471340,50331648,0.046875,0.295795,149.434867
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b2_s128_t20.json,2,128,20,coordinator,oneshot,1,0,227.024342,0.870002,217.820123,400896,0.000373,0.001714,67.483740,393216,0.000366,0.005427,58.302054
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b2_s256_t20.json,2,256,20,coordinator,oneshot,1,0,224.188935,0.865081,207.383223,400896,0.000373,0.001800,84.787689,393216,0.000366,0.004319,74.692105
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b2_s512_t20.json,2,512,20,coordinator,oneshot,1,0,230.248059,0.872692,214.727842,400896,0.000373,0.001739,82.512293,393216,0.000366,0.004438,72.859378
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b32_s128_t20.json,32,128,20,coordinator,oneshot,1,0,457.761203,0.899033,252.610698,6414336,0.005974,0.023648,99.835500,6291456,0.005859,0.058690,90.642069
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b32_s256_t20.json,32,256,20,coordinator,oneshot,1,0,447.336099,0.887790,271.015945,6414336,0.005974,0.022042,119.818708,6291456,0.005859,0.048902,107.910900
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b32_s512_t20.json,32,512,20,coordinator,oneshot,1,0,460.366795,0.910822,300.157499,6414336,0.005974,0.019902,105.557081,6291456,0.005859,0.055509,96.266855
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b4_s128_t20.json,4,128,20,coordinator,oneshot,1,0,259.725065,0.872157,214.655904,801792,0.000747,0.003479,77.683752,786432,0.000732,0.009428,67.797390
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b4_s256_t20.json,4,256,20,coordinator,oneshot,1,0,253.541223,0.870817,200.793807,801792,0.000747,0.003719,75.077002,786432,0.000732,0.009756,66.290788
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b4_s512_t20.json,4,512,20,coordinator,oneshot,1,0,261.612539,0.859963,214.170373,801792,0.000747,0.003487,98.737603,786432,0.000732,0.007418,87.107620
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b64_s128_t20.json,64,128,20,coordinator,oneshot,1,0,629.822017,0.907479,291.876299,12828672,0.011948,0.040934,124.659909,12582912,0.011719,0.094006,114.192979
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b64_s256_t20.json,64,256,20,coordinator,oneshot,1,0,611.954825,0.911490,309.653258,12828672,0.011948,0.038584,117.340606,12582912,0.011719,0.099870,107.754637
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b64_s512_t20.json,64,512,20,coordinator,oneshot,1,0,627.109030,0.915888,288.461086,12828672,0.011948,0.041419,110.902495,12582912,0.011719,0.105667,102.712231
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b8_s128_t20.json,8,128,20,coordinator,oneshot,1,0,293.058110,0.900548,242.267752,1603584,0.001493,0.006164,88.798630,1572864,0.001465,0.016496,80.623360
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b8_s256_t20.json,8,256,20,coordinator,oneshot,1,0,298.886853,0.885904,240.383784,1603584,0.001493,0.006213,89.179379,1572864,0.001465,0.016426,79.595157
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r3_xhost_coord_matrix_b8_s512_t20.json,8,512,20,coordinator,oneshot,1,0,297.364145,0.888860,233.166763,1603584,0.001493,0.006405,78.794506,1572864,0.001465,0.018591,70.274291
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b128_s128_t20.json,128,128,20,coordinator,oneshot,1,0,886.322594,0.926016,331.340642,25657344,0.023895,0.072117,133.225458,25165824,0.023438,0.175924,124.728677
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b128_s256_t20.json,128,256,20,coordinator,oneshot,1,0,846.867233,0.915407,320.545948,25657344,0.023895,0.074546,133.390909,25165824,0.023438,0.175705,123.357283
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b128_s512_t20.json,128,512,20,coordinator,oneshot,1,0,913.159608,0.936952,380.803941,25657344,0.023895,0.062750,118.676977,25165824,0.023438,0.197490,111.110871
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b16_s128_t20.json,16,128,20,coordinator,oneshot,1,0,363.989778,0.899713,269.417618,3207168,0.002987,0.011087,97.917225,3145728,0.002930,0.029920,88.490241
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b16_s256_t20.json,16,256,20,coordinator,oneshot,1,0,369.612667,0.907495,285.259044,3207168,0.002987,0.010471,95.381422,3145728,0.002930,0.030715,86.607033
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b16_s512_t20.json,16,512,20,coordinator,oneshot,1,0,349.958854,0.896411,242.504452,3207168,0.002987,0.012317,104.976816,3145728,0.002930,0.027908,95.918147
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b256_s128_t20.json,256,128,20,coordinator,oneshot,1,0,1309.063269,0.929582,381.065455,51314688,0.047791,0.125413,158.029905,50331648,0.046875,0.296621,148.400212
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b256_s256_t20.json,256,256,20,coordinator,oneshot,1,0,1369.708107,0.941261,451.749076,51314688,0.047791,0.105790,141.895449,50331648,0.046875,0.330349,133.368679
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b256_s512_t20.json,256,512,20,coordinator,oneshot,1,0,1432.859561,0.944262,469.474519,51314688,0.047791,0.101796,155.494569,50331648,0.046875,0.301457,147.237979
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b2_s128_t20.json,2,128,20,coordinator,oneshot,1,0,227.023092,0.877559,207.783570,400896,0.000373,0.001797,77.762445,393216,0.000366,0.004709,69.205530
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b2_s256_t20.json,2,256,20,coordinator,oneshot,1,0,224.193881,0.875632,208.948928,400896,0.000373,0.001787,82.383459,393216,0.000366,0.004445,73.269112
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b2_s512_t20.json,2,512,20,coordinator,oneshot,1,0,230.245808,0.890093,219.534254,400896,0.000373,0.001701,76.772313,393216,0.000366,0.004770,68.698650
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b32_s128_t20.json,32,128,20,coordinator,oneshot,1,0,457.756857,0.894402,237.331727,6414336,0.005974,0.025171,114.781336,6291456,0.005859,0.051048,105.413469
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b32_s256_t20.json,32,256,20,coordinator,oneshot,1,0,447.335111,0.903114,280.791361,6414336,0.005974,0.021275,107.466178,6291456,0.005859,0.054523,97.993590
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b32_s512_t20.json,32,512,20,coordinator,oneshot,1,0,460.364807,0.913440,298.702025,6414336,0.005974,0.019999,106.541872,6291456,0.005859,0.054996,97.766242
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b4_s128_t20.json,4,128,20,coordinator,oneshot,1,0,259.723863,0.872091,217.532771,801792,0.000747,0.003433,74.987859,786432,0.000732,0.009767,65.483734
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b4_s256_t20.json,4,256,20,coordinator,oneshot,1,0,253.540222,0.867658,195.453653,801792,0.000747,0.003820,81.528020,786432,0.000732,0.008984,72.201271
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b4_s512_t20.json,4,512,20,coordinator,oneshot,1,0,261.611964,0.880424,224.629879,801792,0.000747,0.003324,85.612645,786432,0.000732,0.008555,76.285383
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b64_s128_t20.json,64,128,20,coordinator,oneshot,1,0,629.824474,0.912252,282.648512,12828672,0.011948,0.042270,134.082093,12582912,0.011719,0.087400,124.756615
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b64_s256_t20.json,64,256,20,coordinator,oneshot,1,0,611.955239,0.916535,314.919601,12828672,0.011948,0.037939,111.548783,12582912,0.011719,0.105055,102.648240
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b64_s512_t20.json,64,512,20,coordinator,oneshot,1,0,627.106529,0.906263,274.769581,12828672,0.011948,0.043482,126.608196,12582912,0.011719,0.092559,117.345856
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b8_s128_t20.json,8,128,20,coordinator,oneshot,1,0,293.061097,0.878792,231.492736,1603584,0.001493,0.006451,100.474104,1572864,0.001465,0.014579,90.251887
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b8_s256_t20.json,8,256,20,coordinator,oneshot,1,0,298.888477,0.896498,246.945801,1603584,0.001493,0.006048,81.513237,1572864,0.001465,0.017971,73.177023
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r4_xhost_coord_matrix_b8_s512_t20.json,8,512,20,coordinator,oneshot,1,0,297.364846,0.882030,224.851122,1603584,0.001493,0.006642,89.034221,1572864,0.001465,0.016453,79.624178
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b128_s128_t20.json,128,128,20,coordinator,oneshot,1,0,886.327827,0.921375,343.897657,25657344,0.023895,0.069484,121.167689,25165824,0.023438,0.193430,111.706368
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b128_s256_t20.json,128,256,20,coordinator,oneshot,1,0,846.866648,0.910195,324.336787,25657344,0.023895,0.073674,130.161902,25165824,0.023438,0.180064,119.452828
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b128_s512_t20.json,128,512,20,coordinator,oneshot,1,0,913.161163,0.931454,376.769221,25657344,0.023895,0.063421,124.243732,25165824,0.023438,0.188641,115.643011
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b16_s128_t20.json,16,128,20,coordinator,oneshot,1,0,363.975597,0.903431,280.432952,3207168,0.002987,0.010651,86.737293,3145728,0.002930,0.033777,77.803037
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b16_s256_t20.json,16,256,20,coordinator,oneshot,1,0,369.620955,0.901745,285.001044,3207168,0.002987,0.010480,98.927934,3145728,0.002930,0.029614,89.621227
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b16_s512_t20.json,16,512,20,coordinator,oneshot,1,0,349.959478,0.896265,256.442752,3207168,0.002987,0.011647,89.864697,3145728,0.002930,0.032601,80.751783
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b256_s128_t20.json,256,128,20,coordinator,oneshot,1,0,1309.054021,0.929692,395.120938,51314688,0.047791,0.120952,144.794551,50331648,0.046875,0.323735,134.731233
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_ffn_expert_r5_xhost_coord_matrix_b256_s256_t20.json,256,256,20,coordinator,oneshot,1,0,1369.710655,0.940697,447.168210,51314688,0.047791,0.106874,148.256700,50331648,0.046875,0.316175,139.368480
