batch,seq,serial_tpot_ms,old_decode_dbo_tpot_ms,ep4_sync_tpot_ms,ep4_sync_speedup_vs_serial,ep4_sync_speedup_vs_old_dbo,attn_compute_ms_per_layer_mb,attn_recv_wait_ms_per_layer_mb,ffn_compute_ms_per_layer_mb,ffn_ep_dispatch_ms_per_layer_mb,ffn_ep_local_experts_ms_per_layer_mb,ffn_ep_reduce_ms_per_layer_mb,ffn_attn_compute_ratio
4,128,252.722,273.469,783.6805351666713,0.3224808945219645,0.34895469228649306,1.0288035264238715,6.807991148283084,7.798560545779765,0.48687029629945755,4.745346571629246,1.6082210543875892,7.580223381317148
8,512,351.484,332.727,931.0402444710857,0.3775175155824488,0.35737123285043254,1.0045204932490985,7.865436375141144,8.883004329012087,0.39368322662388283,5.05344191333279,2.5296201735424497,8.843029473973411
