ep_size,backend,mode,num_micro_batches,batch,seq,tokens,status,detail,decode_tpot_ms,report,pipeline,h1_rank0_log,h2_rank1_log,h2_rank_last_log
16,broadcast_reduce_overlap,decode-dbo-crosslayer,2,32,256,20,OK,,383.883,/home/zhangyz/afd_demo/results_npu/crosshost_static_ep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/report_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20.md,/home/zhangyz/afd_demo/results_npu/crosshost_static_ep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/pipeline_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20.png,/workspace/afd_demo_crosshost_ep/results_npu/crosshost_static_ep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/results_npu/crosshost_static_ep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/results_npu/crosshost_static_ep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s256_t20/h2_rank16.log
