phase,case,batch,seq_or_cache,latency_median_ms,latency_mean_ms,speedup_vs_hf,ok_count,source,ms_per_b_cache,ms_per_b,ms_per_b_s,ms_per_b_s2
decode_full_layer,official,1,1024,0.7693514926359057,0.7771621474401198,0.939229761348675,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.0007513198170272517,0.7693514926359057,,
decode_full_layer,official,8,128,0.7595929782837629,0.7728925136487104,0.9584909741530869,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.0007417900178552372,0.09494912228547037,,
decode_full_layer,official,8,512,0.7652248023077846,0.775573704029537,0.9500186945101022,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.00018682246150092396,0.09565310028847307,,
decode_full_layer,official,8,1024,0.746419847322007,0.7647288504004892,1.007096040554626,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,9.111570401879968e-05,0.09330248091525087,,
decode_full_layer,official,32,128,0.7475179542476933,0.7681500477095445,0.9913717164335188,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.00018249950054875325,0.023359936070240415,,
decode_full_layer,official,32,512,0.7523198146373034,0.7729282580031496,1.0261903590288282,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,4.591795743635885e-05,0.02350999420741573,,
decode_full_layer,official,32,1024,0.7584131478021543,0.7739522002844347,1.3864301035634279,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,2.3144932489079416e-05,0.023700410868817322,,
decode_full_layer,official_fused_both,1,128,0.6459141538167994,0.65849221815976,1.1410979616140047,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.005046204326693745,0.6459141538167994,,
decode_full_layer,official_fused_both,1,512,0.6437723447258273,0.6532165102220865,1.112276714121079,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.0012573678607926315,0.6437723447258273,,
decode_full_layer,official_fused_both,1,1024,0.6592206579322617,0.6650627781507663,1.0961395249478352,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.0006437701737619743,0.6592206579322617,,
decode_full_layer,official_fused_both,8,128,0.6461360026150942,0.6565645502026504,1.126795304345173,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.0006309921900538029,0.08076700032688677,,
decode_full_layer,official_fused_both,8,512,0.6437423483779033,0.6535300021318512,1.1292994309400732,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,0.00015716365927194906,0.08046779354723792,,
decode_full_layer,official_fused_both,8,1024,0.6318757077679038,0.651054315514759,1.1896587629311064,48,results_npu/attention_scope_aligned/single_layer_aligned_all48.json,7.71332651083867e-05,0.07898446347098798,,
