ep_size,backend,mode,num_micro_batches,batch,seq,tokens,status,detail,decode_tpot_ms,oom_side,report,pipeline,resource_h1,resource_h2,h1_rank0_log,h2_rank1_log,h2_rank_last_log
16,broadcast_reduce_overlap,decode-dbo,2,16,128,20,OK,,315.297,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/report_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/pipeline_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b16_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo-crosslayer,2,16,128,20,OK,,333.745,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/report_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/pipeline_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b16_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,serial,2,32,128,20,OK,,309.110,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/report_xhost_static_serial_ep16_broadcast_reduce_overlap_b32_s128_t20.md,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b32_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo,2,32,128,20,OK,,368.874,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/report_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/pipeline_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b32_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo-crosslayer,2,32,128,20,OK,,371.677,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/report_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/pipeline_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b32_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,serial,2,64,128,20,OK,,434.658,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/report_xhost_static_serial_ep16_broadcast_reduce_overlap_b64_s128_t20.md,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b64_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo,2,64,128,20,OK,,509.576,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/report_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/pipeline_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b64_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo-crosslayer,2,64,128,20,OK,,517.083,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/report_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/pipeline_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b64_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,serial,2,128,128,20,OK,,622.943,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b128_s128_t20/report_xhost_static_serial_ep16_broadcast_reduce_overlap_b128_s128_t20.md,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b128_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b128_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b128_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b128_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/serial_ep16_broadcast_reduce_overlap_b128_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo,2,128,128,20,OK,,715.212,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/report_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/pipeline_xhost_static_decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo_ep16_broadcast_reduce_overlap_b128_s128_t20/h2_rank16.log
16,broadcast_reduce_overlap,decode-dbo-crosslayer,2,128,128,20,OK,,725.019,,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/report_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20.md,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/pipeline_xhost_static_decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20.png,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/npu_smi_host1.log,/home/zhangyz/afd_demo/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/npu_smi_host2.log,/workspace/afd_demo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/h1_rank0.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/h2_rank1.log,/workspace/afd_demo_repo_crosshost_ep/crosshost_static_ep16_sweep/decode-dbo-crosslayer_ep16_broadcast_reduce_overlap_b128_s128_t20/h2_rank16.log
